 Year , USA  , CAN  , WEU  , JPK  , ANZ  , EEU  , FSU  , MDE  , CAM  , SAM  , SAS  , SEA  , CHI  , NAF  , SSA  , SIS  
 2130 , 1.76 , 1.78 , 1.71 , 1.72 , 1.78 , 1.78 , 1.78 , 2.29 , 3.33 , 3.28 , 2.24 , 2.21 , 2.14 , 3.35 , 3.44 , 3.26 
 2140 , 1.80 , 1.82 , 1.74 , 1.76 , 1.82 , 1.82 , 1.82 , 2.31 , 3.39 , 3.33 , 2.26 , 2.23 , 2.17 , 3.40 , 3.50 , 3.31 
 2150 , 1.83 , 1.85 , 1.77 , 1.79 , 1.85 , 1.85 , 1.85 , 2.33 , 3.43 , 3.38 , 2.28 , 2.25 , 2.19 , 3.45 , 3.54 , 3.35 
 2160 , 1.86 , 1.87 , 1.80 , 1.81 , 1.87 , 1.88 , 1.88 , 2.35 , 3.47 , 3.41 , 2.30 , 2.27 , 2.20 , 3.49 , 3.58 , 3.39 
 2170 , 1.88 , 1.89 , 1.82 , 1.83 , 1.89 , 1.90 , 1.90 , 2.37 , 3.50 , 3.44 , 2.32 , 2.29 , 2.22 , 3.52 , 3.61 , 3.42 
 2180 , 1.89 , 1.91 , 1.83 , 1.85 , 1.91 , 1.92 , 1.91 , 2.38 , 3.52 , 3.46 , 2.33 , 2.29 , 2.23 , 3.54 , 3.64 , 3.44 
 2190 , 1.90 , 1.92 , 1.84 , 1.86 , 1.92 , 1.93 , 1.92 , 2.38 , 3.53 , 3.48 , 2.33 , 2.30 , 2.23 , 3.55 , 3.65 , 3.45 
 2200 , 1.90 , 1.92 , 1.84 , 1.86 , 1.92 , 1.93 , 1.93 , 2.38 , 3.54 , 3.48 , 2.33 , 2.30 , 2.24 , 3.56 , 3.65 , 3.46 
 2210 , 1.90 , 1.92 , 1.84 , 1.86 , 1.92 , 1.93 , 1.93 , 2.38 , 3.54 , 3.48 , 2.33 , 2.30 , 2.24 , 3.56 , 3.65 , 3.46 
 2220 , 1.90 , 1.92 , 1.84 , 1.86 , 1.92 , 1.93 , 1.93 , 2.38 , 3.54 , 3.48 , 2.33 , 2.30 , 2.24 , 3.56 , 3.65 , 3.46 
 2230 , 1.90 , 1.92 , 1.84 , 1.86 , 1.92 , 1.93 , 1.93 , 2.38 , 3.54 , 3.48 , 2.33 , 2.30 , 2.24 , 3.56 , 3.65 , 3.46 
 2240 , 1.90 , 1.92 , 1.84 , 1.86 , 1.92 , 1.93 , 1.93 , 2.38 , 3.54 , 3.48 , 2.33 , 2.30 , 2.24 , 3.56 , 3.65 , 3.46 
 2250 , 1.90 , 1.92 , 1.84 , 1.86 , 1.92 , 1.93 , 1.93 , 2.38 , 3.54 , 3.48 , 2.33 , 2.30 , 2.24 , 3.56 , 3.65 , 3.46 
 2260 , 1.90 , 1.92 , 1.84 , 1.86 , 1.92 , 1.93 , 1.93 , 2.38 , 3.54 , 3.48 , 2.33 , 2.30 , 2.24 , 3.56 , 3.65 , 3.46 
 2270 , 1.90 , 1.92 , 1.84 , 1.86 , 1.92 , 1.93 , 1.93 , 2.38 , 3.54 , 3.48 , 2.33 , 2.30 , 2.24 , 3.56 , 3.65 , 3.46 
 2280 , 1.90 , 1.92 , 1.84 , 1.86 , 1.92 , 1.93 , 1.93 , 2.38 , 3.54 , 3.48 , 2.33 , 2.30 , 2.24 , 3.56 , 3.65 , 3.46 
 2290 , 1.90 , 1.92 , 1.84 , 1.86 , 1.92 , 1.93 , 1.93 , 2.38 , 3.54 , 3.48 , 2.33 , 2.30 , 2.24 , 3.56 , 3.65 , 3.46 
 2300 , 1.90 , 1.92 , 1.84 , 1.86 , 1.92 , 1.93 , 1.93 , 2.38 , 3.54 , 3.48 , 2.33 , 2.30 , 2.24 , 3.56 , 3.65 , 3.46 
