 Year , USA  , CAN  , WEU  , JPK  , ANZ  , EEU  , FSU  , MDE  , CAM  , SAM  , SAS  , SEA  , CHI  , NAF  , SSA  , SIS  
 2080 , 1.40 , 1.58 , 1.03 , 1.33 , 1.63 , 1.05 , 2.45 , 2.54 , 1.71 , 1.69 , 1.58 , 1.75 , 1.14 , 2.23 , 2.28 , 1.00 
 2090 , 1.53 , 1.67 , 1.10 , 1.44 , 1.63 , 1.05 , 2.73 , 2.62 , 1.86 , 1.87 , 1.62 , 1.81 , 1.17 , 2.30 , 2.30 , 1.00 
 2100 , 1.67 , 1.83 , 1.17 , 1.44 , 1.63 , 1.05 , 2.91 , 2.62 , 1.86 , 1.99 , 1.63 , 1.91 , 1.20 , 2.43 , 2.30 , 1.00 
 2110 , 1.68 , 1.83 , 1.17 , 1.44 , 1.63 , 1.05 , 2.91 , 2.62 , 1.86 , 2.00 , 1.64 , 1.91 , 1.20 , 2.47 , 2.32 , 1.00 
 2120 , 1.69 , 1.83 , 1.17 , 1.44 , 1.63 , 1.05 , 2.91 , 2.69 , 1.86 , 2.01 , 1.65 , 1.91 , 1.20 , 2.47 , 2.32 , 1.00 
 2130 , 1.70 , 1.83 , 1.18 , 1.44 , 1.63 , 1.05 , 2.91 , 2.69 , 1.93 , 2.03 , 1.66 , 1.94 , 1.20 , 2.47 , 2.33 , 1.00 
 2140 , 1.70 , 1.83 , 1.18 , 1.44 , 1.63 , 1.11 , 2.91 , 2.69 , 1.93 , 2.04 , 1.67 , 1.94 , 1.23 , 2.50 , 2.35 , 1.00 
 2150 , 1.71 , 1.92 , 1.19 , 1.56 , 1.63 , 1.11 , 3.00 , 2.69 , 1.93 , 2.05 , 1.68 , 1.94 , 1.23 , 2.50 , 2.37 , 1.00 
 2160 , 1.72 , 1.92 , 1.19 , 1.56 , 1.75 , 1.11 , 3.00 , 2.69 , 1.93 , 2.06 , 1.69 , 1.97 , 1.23 , 2.53 , 2.37 , 1.00 
 2170 , 1.74 , 1.92 , 1.21 , 1.56 , 1.75 , 1.11 , 3.00 , 2.77 , 1.93 , 2.06 , 1.70 , 1.97 , 1.23 , 2.53 , 2.39 , 1.00 
 2180 , 1.75 , 1.92 , 1.21 , 1.56 , 1.75 , 1.11 , 3.00 , 2.77 , 1.93 , 2.08 , 1.71 , 1.97 , 1.26 , 2.57 , 2.40 , 1.00 
 2190 , 1.76 , 1.92 , 1.22 , 1.56 , 1.75 , 1.11 , 3.00 , 2.77 , 2.00 , 2.09 , 1.71 , 2.00 , 1.26 , 2.57 , 2.42 , 1.00 
 2200 , 1.76 , 1.92 , 1.22 , 1.56 , 1.75 , 1.11 , 3.00 , 2.77 , 2.00 , 2.10 , 1.72 , 2.00 , 1.26 , 2.57 , 2.42 , 1.00 
 2210 , 1.77 , 1.92 , 1.22 , 1.56 , 1.75 , 1.11 , 3.00 , 2.77 , 2.00 , 2.12 , 1.73 , 2.00 , 1.26 , 2.57 , 2.44 , 1.00 
 2220 , 1.78 , 1.92 , 1.24 , 1.56 , 1.75 , 1.11 , 3.00 , 2.77 , 2.00 , 2.13 , 1.74 , 2.03 , 1.26 , 2.60 , 2.44 , 1.00 
 2230 , 1.79 , 1.92 , 1.24 , 1.56 , 1.75 , 1.11 , 3.00 , 2.85 , 2.07 , 2.14 , 1.75 , 2.03 , 1.29 , 2.60 , 2.46 , 1.00 
 2240 , 1.79 , 1.92 , 1.25 , 1.56 , 1.75 , 1.11 , 3.00 , 2.85 , 2.07 , 2.16 , 1.76 , 2.03 , 1.29 , 2.63 , 2.47 , 1.00 
 2250 , 1.80 , 2.00 , 1.25 , 1.67 , 1.88 , 1.16 , 3.09 , 2.85 , 2.07 , 2.17 , 1.77 , 2.06 , 1.29 , 2.63 , 2.49 , 1.00 
 2260 , 1.82 , 2.00 , 1.26 , 1.67 , 1.88 , 1.16 , 3.09 , 2.85 , 2.07 , 2.18 , 1.78 , 2.06 , 1.29 , 2.67 , 2.49 , 1.00 
 2270 , 1.83 , 2.00 , 1.26 , 1.67 , 1.88 , 1.16 , 3.09 , 2.85 , 2.14 , 2.19 , 1.79 , 2.06 , 1.29 , 2.67 , 2.51 , 1.00 
 2280 , 1.84 , 2.00 , 1.26 , 1.67 , 1.88 , 1.16 , 3.09 , 2.92 , 2.14 , 2.21 , 1.79 , 2.09 , 1.31 , 2.67 , 2.53 , 1.00 
 2290 , 1.85 , 2.00 , 1.28 , 1.67 , 1.88 , 1.16 , 3.09 , 2.92 , 2.14 , 2.22 , 1.80 , 2.09 , 1.31 , 2.70 , 2.54 , 1.00 
 2300 , 1.85 , 2.00 , 1.28 , 1.67 , 1.88 , 1.16 , 3.09 , 2.92 , 2.14 , 2.23 , 1.82 , 2.09 , 1.31 , 2.70 , 2.54 , 1.00 
