 Year , USA  , CAN  , WEU  , JPK  , ANZ  , EEU  , FSU  , MDE  , CAM  , SAM  , SAS  , SEA  , CHI  , NAF  , SSA  , SIS  
 2180 , 3.09 , 3.13 , 3.01 , 2.84 , 2.91 , 2.15 , 2.04 , 3.56 , 2.15 , 2.13 , 3.09 , 2.99 , 3.45 , 2.13 , 2.17 , 2.57 
 2190 , 3.25 , 3.29 , 3.17 , 2.99 , 3.06 , 2.25 , 2.13 , 3.74 , 2.26 , 2.24 , 3.24 , 3.15 , 3.63 , 2.24 , 2.28 , 2.70 
 2200 , 3.41 , 3.46 , 3.33 , 3.14 , 3.21 , 2.36 , 2.23 , 3.93 , 2.38 , 2.35 , 3.41 , 3.31 , 3.81 , 2.35 , 2.40 , 2.84 
 2210 , 3.59 , 3.64 , 3.50 , 3.30 , 3.38 , 2.48 , 2.34 , 4.13 , 2.50 , 2.47 , 3.59 , 3.48 , 4.01 , 2.47 , 2.52 , 2.99 
 2220 , 3.77 , 3.83 , 3.68 , 3.47 , 3.55 , 2.60 , 2.46 , 4.34 , 2.63 , 2.60 , 3.77 , 3.66 , 4.21 , 2.60 , 2.65 , 3.14 
 2230 , 3.97 , 4.02 , 3.87 , 3.65 , 3.73 , 2.74 , 2.59 , 4.57 , 2.76 , 2.73 , 3.96 , 3.84 , 4.43 , 2.73 , 2.79 , 3.30 
 2240 , 4.17 , 4.23 , 4.06 , 3.84 , 3.92 , 2.88 , 2.72 , 4.80 , 2.91 , 2.87 , 4.16 , 4.04 , 4.65 , 2.87 , 2.93 , 3.47 
 2250 , 4.38 , 4.44 , 4.27 , 4.03 , 4.12 , 3.02 , 2.86 , 5.04 , 3.05 , 3.02 , 4.38 , 4.25 , 4.89 , 3.02 , 3.08 , 3.65 
 2260 , 4.61 , 4.67 , 4.49 , 4.24 , 4.33 , 3.18 , 3.01 , 5.30 , 3.21 , 3.17 , 4.60 , 4.46 , 5.14 , 3.17 , 3.24 , 3.83 
 2270 , 4.84 , 4.91 , 4.72 , 4.45 , 4.55 , 3.34 , 3.16 , 5.57 , 3.37 , 3.34 , 4.84 , 4.69 , 5.40 , 3.34 , 3.40 , 4.03 
 2280 , 5.09 , 5.16 , 4.96 , 4.68 , 4.79 , 3.51 , 3.32 , 5.86 , 3.55 , 3.51 , 5.08 , 4.93 , 5.68 , 3.51 , 3.58 , 4.24 
 2290 , 5.35 , 5.42 , 5.21 , 4.92 , 5.03 , 3.69 , 3.49 , 6.16 , 3.73 , 3.69 , 5.34 , 5.18 , 5.97 , 3.69 , 3.76 , 4.45 
 2300 , 5.62 , 5.70 , 5.48 , 5.17 , 5.29 , 3.88 , 3.67 , 6.47 , 3.92 , 3.88 , 5.62 , 5.45 , 6.28 , 3.88 , 3.95 , 4.68 
