 Year , USA  , CAN  , WEU  , JPK  , ANZ  , EEU  , FSU  , MDE  , CAM  , SAM  , SAS  , SEA  , CHI  , NAF  , SSA  , SIS  
 2130 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.69 , 0.69 , 0.67 , 1.39 , 1.37 , 0.66 , 0.65 , 0.63 , 1.40 , 1.43 , 1.36 
 2140 , 1.24 , 1.25 , 1.20 , 1.21 , 1.25 , 0.67 , 0.67 , 0.63 , 1.34 , 1.32 , 0.61 , 0.60 , 0.59 , 1.35 , 1.39 , 1.31 
 2150 , 1.24 , 1.25 , 1.20 , 1.21 , 1.25 , 0.65 , 0.65 , 0.59 , 1.31 , 1.29 , 0.58 , 0.57 , 0.55 , 1.31 , 1.35 , 1.28 
 2160 , 1.24 , 1.25 , 1.20 , 1.21 , 1.25 , 0.64 , 0.64 , 0.56 , 1.28 , 1.26 , 0.55 , 0.55 , 0.53 , 1.28 , 1.32 , 1.25 
 2170 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.63 , 0.63 , 0.54 , 1.25 , 1.24 , 0.53 , 0.53 , 0.51 , 1.26 , 1.30 , 1.23 
 2180 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.62 , 0.62 , 0.53 , 1.24 , 1.22 , 0.52 , 0.51 , 0.50 , 1.25 , 1.28 , 1.21 
 2190 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.61 , 0.61 , 0.52 , 1.23 , 1.21 , 0.51 , 0.50 , 0.49 , 1.24 , 1.27 , 1.20 
 2200 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.61 , 0.61 , 0.52 , 1.23 , 1.21 , 0.51 , 0.50 , 0.49 , 1.23 , 1.27 , 1.20 
 2210 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.61 , 0.61 , 0.52 , 1.23 , 1.21 , 0.51 , 0.50 , 0.49 , 1.23 , 1.27 , 1.20 
 2220 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.61 , 0.61 , 0.52 , 1.23 , 1.21 , 0.51 , 0.50 , 0.49 , 1.23 , 1.27 , 1.20 
 2230 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.61 , 0.61 , 0.52 , 1.23 , 1.21 , 0.51 , 0.50 , 0.49 , 1.23 , 1.27 , 1.20 
 2240 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.61 , 0.61 , 0.52 , 1.23 , 1.21 , 0.51 , 0.50 , 0.49 , 1.23 , 1.27 , 1.20 
 2250 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.61 , 0.61 , 0.52 , 1.23 , 1.21 , 0.51 , 0.50 , 0.49 , 1.23 , 1.27 , 1.20 
 2260 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.61 , 0.61 , 0.52 , 1.23 , 1.21 , 0.51 , 0.50 , 0.49 , 1.23 , 1.27 , 1.20 
 2270 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.61 , 0.61 , 0.52 , 1.23 , 1.21 , 0.51 , 0.50 , 0.49 , 1.23 , 1.27 , 1.20 
 2280 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.61 , 0.61 , 0.52 , 1.23 , 1.21 , 0.51 , 0.50 , 0.49 , 1.23 , 1.27 , 1.20 
 2290 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.61 , 0.61 , 0.52 , 1.23 , 1.21 , 0.51 , 0.50 , 0.49 , 1.23 , 1.27 , 1.20 
 2300 , 1.25 , 1.26 , 1.21 , 1.22 , 1.26 , 0.61 , 0.61 , 0.52 , 1.23 , 1.21 , 0.51 , 0.50 , 0.49 , 1.23 , 1.27 , 1.20 
