 Year , USA  , CAN  , WEU  , JPK  , ANZ  , EEU  , FSU  , MDE  , CAM  , SAM  , SAS  , SEA  , CHI  , NAF  , SSA  , SIS  
 2170 , 1.35 , 1.36 , 1.31 , 1.50 , 1.53 , 1.34 , 1.27 , 2.23 , 1.70 , 1.68 , 2.08 , 2.02 , 1.54 , 3.02 , 3.08 , 1.64 
 2180 , 1.37 , 1.39 , 1.34 , 1.53 , 1.56 , 1.36 , 1.29 , 2.28 , 1.73 , 1.71 , 2.12 , 2.06 , 1.57 , 3.08 , 3.14 , 1.68 
 2190 , 1.40 , 1.42 , 1.37 , 1.56 , 1.59 , 1.39 , 1.32 , 2.32 , 1.76 , 1.74 , 2.17 , 2.10 , 1.60 , 3.14 , 3.20 , 1.71 
 2200 , 1.43 , 1.45 , 1.39 , 1.59 , 1.63 , 1.42 , 1.34 , 2.37 , 1.80 , 1.78 , 2.21 , 2.14 , 1.63 , 3.21 , 3.27 , 1.75 
 2210 , 1.46 , 1.48 , 1.42 , 1.62 , 1.66 , 1.45 , 1.37 , 2.42 , 1.84 , 1.82 , 2.25 , 2.19 , 1.66 , 3.27 , 3.33 , 1.78 
 2220 , 1.49 , 1.51 , 1.45 , 1.66 , 1.69 , 1.48 , 1.40 , 2.46 , 1.87 , 1.85 , 2.30 , 2.23 , 1.70 , 3.34 , 3.40 , 1.82 
 2230 , 1.52 , 1.54 , 1.48 , 1.69 , 1.73 , 1.51 , 1.43 , 2.51 , 1.91 , 1.89 , 2.35 , 2.28 , 1.73 , 3.40 , 3.47 , 1.85 
 2240 , 1.55 , 1.57 , 1.51 , 1.72 , 1.76 , 1.54 , 1.46 , 2.56 , 1.95 , 1.93 , 2.39 , 2.32 , 1.77 , 3.47 , 3.54 , 1.89 
 2250 , 1.58 , 1.60 , 1.54 , 1.76 , 1.80 , 1.57 , 1.48 , 2.62 , 1.99 , 1.97 , 2.44 , 2.37 , 1.80 , 3.54 , 3.61 , 1.93 
 2260 , 1.61 , 1.63 , 1.57 , 1.79 , 1.83 , 1.60 , 1.51 , 2.67 , 2.03 , 2.01 , 2.49 , 2.42 , 1.84 , 3.61 , 3.68 , 1.97 
 2270 , 1.64 , 1.67 , 1.60 , 1.83 , 1.87 , 1.63 , 1.55 , 2.72 , 2.07 , 2.05 , 2.54 , 2.47 , 1.88 , 3.69 , 3.76 , 2.01 
 2280 , 1.68 , 1.70 , 1.63 , 1.87 , 1.91 , 1.66 , 1.58 , 2.78 , 2.11 , 2.09 , 2.59 , 2.52 , 1.91 , 3.76 , 3.83 , 2.05 
 2290 , 1.71 , 1.73 , 1.67 , 1.91 , 1.95 , 1.70 , 1.61 , 2.83 , 2.15 , 2.13 , 2.65 , 2.57 , 1.95 , 3.84 , 3.91 , 2.09 
 2300 , 1.74 , 1.77 , 1.70 , 1.94 , 1.99 , 1.73 , 1.64 , 2.89 , 2.20 , 2.17 , 2.70 , 2.62 , 1.99 , 3.91 , 3.99 , 2.13 
