 Year , USA  , CAN  , WEU  , JPK  , ANZ  , EEU  , FSU  , MDE  , CAM  , SAM  , SAS  , SEA  , CHI  , NAF  , SSA  , SIS  
 2110 , 1.44 , 1.46 , 1.40 , 1.24 , 1.27 , 1.52 , 1.44 , 1.44 , 1.19 , 1.18 , 1.23 , 1.20 , 1.39 , 1.18 , 1.20 , 1.31 
 2120 , 1.51 , 1.53 , 1.47 , 1.30 , 1.33 , 1.59 , 1.51 , 1.51 , 1.25 , 1.24 , 1.30 , 1.26 , 1.47 , 1.24 , 1.26 , 1.37 
 2130 , 1.59 , 1.61 , 1.55 , 1.37 , 1.40 , 1.68 , 1.59 , 1.59 , 1.32 , 1.30 , 1.36 , 1.32 , 1.54 , 1.30 , 1.33 , 1.44 
 2140 , 1.67 , 1.69 , 1.63 , 1.44 , 1.47 , 1.76 , 1.67 , 1.67 , 1.39 , 1.37 , 1.43 , 1.39 , 1.62 , 1.37 , 1.40 , 1.52 
 2150 , 1.75 , 1.78 , 1.71 , 1.51 , 1.55 , 1.85 , 1.75 , 1.76 , 1.46 , 1.44 , 1.51 , 1.46 , 1.70 , 1.44 , 1.47 , 1.59 
 2160 , 1.84 , 1.87 , 1.80 , 1.59 , 1.62 , 1.95 , 1.84 , 1.85 , 1.53 , 1.51 , 1.58 , 1.54 , 1.79 , 1.51 , 1.54 , 1.68 
 2170 , 1.94 , 1.97 , 1.89 , 1.67 , 1.71 , 2.05 , 1.94 , 1.94 , 1.61 , 1.59 , 1.67 , 1.62 , 1.88 , 1.59 , 1.62 , 1.76 
 2180 , 2.04 , 2.07 , 1.99 , 1.76 , 1.79 , 2.15 , 2.04 , 2.04 , 1.69 , 1.67 , 1.75 , 1.70 , 1.98 , 1.67 , 1.71 , 1.85 
 2190 , 2.14 , 2.17 , 2.09 , 1.85 , 1.89 , 2.26 , 2.14 , 2.14 , 1.78 , 1.76 , 1.84 , 1.79 , 2.08 , 1.76 , 1.79 , 1.95 
 2200 , 2.25 , 2.28 , 2.19 , 1.94 , 1.98 , 2.38 , 2.25 , 2.25 , 1.87 , 1.85 , 1.93 , 1.88 , 2.18 , 1.85 , 1.89 , 2.05 
 2210 , 2.37 , 2.40 , 2.31 , 2.04 , 2.08 , 2.50 , 2.36 , 2.37 , 1.97 , 1.94 , 2.03 , 1.97 , 2.30 , 1.94 , 1.98 , 2.15 
 2220 , 2.49 , 2.52 , 2.42 , 2.14 , 2.19 , 2.62 , 2.48 , 2.49 , 2.07 , 2.04 , 2.14 , 2.07 , 2.41 , 2.04 , 2.08 , 2.26 
 2230 , 2.61 , 2.65 , 2.55 , 2.25 , 2.30 , 2.76 , 2.61 , 2.62 , 2.17 , 2.15 , 2.25 , 2.18 , 2.54 , 2.15 , 2.19 , 2.38 
 2240 , 2.75 , 2.79 , 2.68 , 2.37 , 2.42 , 2.90 , 2.75 , 2.75 , 2.28 , 2.26 , 2.36 , 2.29 , 2.67 , 2.26 , 2.30 , 2.50 
 2250 , 2.89 , 2.93 , 2.82 , 2.49 , 2.54 , 3.05 , 2.89 , 2.89 , 2.40 , 2.37 , 2.48 , 2.41 , 2.80 , 2.37 , 2.42 , 2.63 
 2260 , 3.04 , 3.08 , 2.96 , 2.62 , 2.67 , 3.20 , 3.03 , 3.04 , 2.52 , 2.49 , 2.61 , 2.53 , 2.95 , 2.49 , 2.54 , 2.76 
 2270 , 3.19 , 3.24 , 3.11 , 2.75 , 2.81 , 3.37 , 3.19 , 3.19 , 2.65 , 2.62 , 2.74 , 2.66 , 3.10 , 2.62 , 2.67 , 2.90 
 2280 , 3.35 , 3.40 , 3.27 , 2.89 , 2.95 , 3.54 , 3.35 , 3.36 , 2.79 , 2.76 , 2.88 , 2.80 , 3.25 , 2.76 , 2.81 , 3.05 
 2290 , 3.53 , 3.58 , 3.44 , 3.04 , 3.11 , 3.72 , 3.52 , 3.53 , 2.93 , 2.90 , 3.03 , 2.94 , 3.42 , 2.90 , 2.95 , 3.20 
 2300 , 3.71 , 3.76 , 3.61 , 3.19 , 3.26 , 3.91 , 3.70 , 3.71 , 3.08 , 3.04 , 3.19 , 3.09 , 3.60 , 3.05 , 3.10 , 3.37 
