 Year , USA  , CAN  , WEU  , JPK  , ANZ  , EEU  , FSU  , MDE  , CAM  , SAM  , SAS  , SEA  , CHI  , NAF   , SSA  , SIS  
 2100 , 1.90 , 2.56 , 1.30 , 1.32 , 1.96 , 1.44 , 2.79 , 4.67 , 3.73 , 3.59 , 1.89 , 2.70 , 3.61 , 5.40  , 4.29 , 2.06 
 2110 , 1.99 , 2.69 , 1.35 , 1.39 , 2.03 , 1.51 , 2.91 , 4.87 , 3.88 , 3.74 , 1.97 , 2.81 , 3.76 , 5.62  , 4.47 , 2.19 
 2120 , 2.06 , 2.79 , 1.41 , 1.43 , 2.12 , 1.56 , 3.03 , 5.07 , 4.04 , 3.89 , 2.05 , 2.93 , 3.91 , 5.86  , 4.66 , 2.25 
 2130 , 2.15 , 2.90 , 1.46 , 1.50 , 2.20 , 1.62 , 3.14 , 5.26 , 4.21 , 4.05 , 2.13 , 3.04 , 4.07 , 6.08  , 4.84 , 2.38 
 2140 , 2.23 , 3.00 , 1.52 , 1.54 , 2.29 , 1.69 , 3.26 , 5.46 , 4.37 , 4.20 , 2.21 , 3.15 , 4.22 , 6.31  , 5.02 , 2.44 
 2150 , 2.31 , 3.13 , 1.57 , 1.61 , 2.36 , 1.75 , 3.38 , 5.66 , 4.52 , 4.35 , 2.29 , 3.27 , 4.37 , 6.55  , 5.21 , 2.50 
 2160 , 2.39 , 3.23 , 1.62 , 1.64 , 2.45 , 1.81 , 3.50 , 5.86 , 4.67 , 4.50 , 2.37 , 3.38 , 4.52 , 6.77  , 5.38 , 2.63 
 2170 , 2.47 , 3.33 , 1.68 , 1.71 , 2.54 , 1.87 , 3.62 , 6.05 , 4.83 , 4.66 , 2.45 , 3.50 , 4.68 , 7.00  , 5.57 , 2.69 
 2180 , 2.55 , 3.44 , 1.73 , 1.75 , 2.61 , 1.94 , 3.73 , 6.25 , 5.00 , 4.81 , 2.53 , 3.61 , 4.83 , 7.22  , 5.75 , 2.81 
 2190 , 2.63 , 3.56 , 1.79 , 1.82 , 2.70 , 1.99 , 3.85 , 6.45 , 5.15 , 4.96 , 2.61 , 3.73 , 4.98 , 7.45  , 5.93 , 2.88 
 2200 , 2.71 , 3.67 , 1.84 , 1.89 , 2.78 , 2.05 , 3.97 , 6.64 , 5.31 , 5.11 , 2.69 , 3.84 , 5.13 , 7.68  , 6.11 , 3.00 
 2210 , 2.83 , 3.82 , 1.92 , 1.96 , 2.90 , 2.14 , 4.14 , 6.92 , 5.54 , 5.33 , 2.80 , 4.00 , 5.35 , 8.00  , 6.37 , 3.13 
 2220 , 2.94 , 3.97 , 1.99 , 2.07 , 3.01 , 2.22 , 4.31 , 7.21 , 5.75 , 5.55 , 2.92 , 4.17 , 5.57 , 8.32  , 6.62 , 3.25 
 2230 , 3.05 , 4.13 , 2.07 , 2.14 , 3.13 , 2.31 , 4.47 , 7.49 , 5.98 , 5.76 , 3.04 , 4.33 , 5.79 , 8.65  , 6.88 , 3.44 
 2240 , 3.17 , 4.31 , 2.15 , 2.21 , 3.25 , 2.40 , 4.64 , 7.76 , 6.21 , 5.98 , 3.15 , 4.49 , 6.01 , 8.96  , 7.14 , 3.56 
 2250 , 3.28 , 4.46 , 2.23 , 2.29 , 3.38 , 2.48 , 4.81 , 8.05 , 6.42 , 6.20 , 3.26 , 4.65 , 6.22 , 9.29  , 7.40 , 3.69 
 2260 , 3.40 , 4.62 , 2.30 , 2.39 , 3.49 , 2.57 , 4.98 , 8.33 , 6.65 , 6.41 , 3.38 , 4.81 , 6.44 , 9.61  , 7.66 , 3.81 
 2270 , 3.51 , 4.77 , 2.38 , 2.46 , 3.61 , 2.66 , 5.14 , 8.61 , 6.88 , 6.63 , 3.49 , 4.98 , 6.66 , 9.94  , 7.92 , 3.94 
 2280 , 3.63 , 4.92 , 2.46 , 2.54 , 3.72 , 2.75 , 5.31 , 8.89 , 7.10 , 6.84 , 3.60 , 5.14 , 6.87 , 10.26 , 8.18 , 4.06 
 2290 , 3.74 , 5.08 , 2.53 , 2.64 , 3.84 , 2.83 , 5.48 , 9.17 , 7.33 , 7.06 , 3.72 , 5.30 , 7.09 , 10.58 , 8.43 , 4.25 
 2300 , 3.86 , 5.23 , 2.62 , 2.71 , 3.96 , 2.92 , 5.65 , 9.45 , 7.56 , 7.27 , 3.83 , 5.47 , 7.31 , 10.91 , 8.69 , 4.38 
