 Year , USA  , CAN  , WEU  , JPK  , ANZ  , EEU  , FSU  , MDE  , CAM  , SAM  , SAS  , SEA  , CHI  , NAF  , SSA  , SIS  
 2130 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2140 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2150 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2160 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2170 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2180 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2190 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2200 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2210 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2220 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2230 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2240 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2250 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2260 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2270 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2280 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2290 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
 2300 , 1.06 , 1.07 , 1.01 , 1.30 , 1.34 , 1.00 , 1.00 , 2.30 , 1.58 , 1.55 , 1.93 , 1.91 , 1.30 , 2.83 , 2.91 , 1.54 
