,Year,AUSTRIA,BELGIUM,BULGARIA,CROATIA,CYPRUS,CZECHIA,DENMARK,ESTONIA,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,LATVIA,LITHUANIA,LUXEMBOURG,MALTA,NETHERLANDS,POLAND,PORTUGAL,ROMANIA,SLOVAKIA,SLOVENIA,SPAIN,SWEDEN,UK,CHINA,EASOC,INDIA,LATAM,RUSSIA,USMCA,LROW
10, 2050 , 1.69 , 1.69 ,0,0, 1.69 ,0, 1.69 , 2.49  , 1.69 , 1.69 , 1.69 , 1.69 ,0, 1.69 , 1.69 , 2.49  , 2.49  , 1.69 , 1.69 , 1.69 ,0, 1.69 ,0,0,0, 1.69 , 1.69 , 1.69 , 2.68  , 2.37  , 2.45  , 2.12  , 2.49  , 1.71 , 2.16  
11, 2060 , 1.82 , 1.82 ,0,0, 1.82 ,0, 1.82 , 2.88  , 1.82 , 1.82 , 1.82 , 1.82 ,0, 1.82 , 1.82 , 2.88  , 2.88  , 1.82 , 1.82 , 1.82 ,0, 1.82 ,0,0,0, 1.82 , 1.82 , 1.82 , 3.01  , 2.66  , 2.75  , 2.39  , 2.88  , 1.84 , 2.43  
12, 2070 , 1.97 , 1.97 ,0,0, 1.97 ,0, 1.97 , 3.32  , 1.97 , 1.97 , 1.97 , 1.97 ,0, 1.97 , 1.97 , 3.32  , 3.32  , 1.97 , 1.97 , 1.97 ,0, 1.97 ,0,0,0, 1.97 , 1.97 , 1.97 , 3.36  , 2.98  , 3.07  , 2.71  , 3.32  , 1.99 , 2.77  
13, 2080 , 2.14 , 2.14 ,0,0, 2.14 ,0, 2.14 , 3.82  , 2.14 , 2.14 , 2.14 , 2.14 ,0, 2.14 , 2.14 , 3.82  , 3.82  , 2.14 , 2.14 , 2.14 ,0, 2.14 ,0,0,0, 2.14 , 2.14 , 2.14 , 3.74  , 3.31  , 3.41  , 3.14  , 3.82  , 2.16 , 3.20  
14, 2090 , 2.33 , 2.33 ,0,0, 2.33 ,0, 2.33 , 4.39  , 2.33 , 2.33 , 2.33 , 2.33 ,0, 2.33 , 2.33 , 4.39  , 4.39  , 2.33 , 2.33 , 2.33 ,0, 2.33 ,0,0,0, 2.33 , 2.33 , 2.33 , 4.14  , 3.67  , 3.78  , 3.67  , 4.39  , 2.36 , 3.74  
15, 2100 , 2.53 , 2.53 ,0,0, 2.53 ,0, 2.53 , 4.96  , 2.53 , 2.53 , 2.53 , 2.53 ,0, 2.53 , 2.53 , 4.96  , 4.96  , 2.53 , 2.53 , 2.53 ,0, 2.53 ,0,0,0, 2.53 , 2.53 , 2.53 , 4.53  , 4.02  , 4.14  , 4.18  , 4.96  , 2.56 , 4.26  
16, 2110 , 2.73 , 2.73 ,0,0, 2.73 ,0, 2.73 , 5.47  , 2.73 , 2.73 , 2.73 , 2.73 ,0, 2.73 , 2.73 , 5.47  , 5.47  , 2.73 , 2.73 , 2.73 ,0, 2.73 ,0,0,0, 2.73 , 2.73 , 2.73 , 4.88  , 4.32  , 4.46  , 4.61  , 5.47  , 2.76 , 4.70  
17, 2120 , 2.93 , 2.93 ,0,0, 2.93 ,0, 2.93 , 6.00  , 2.93 , 2.93 , 2.93 , 2.93 ,0, 2.93 , 2.93 , 6.00  , 6.00  , 2.93 , 2.93 , 2.93 ,0, 2.93 ,0,0,0, 2.93 , 2.93 , 2.93 , 5.24  , 4.64  , 4.78  , 5.05  , 6.00  , 2.96 , 5.15  
18, 2130 , 3.13 , 3.13 ,0,0, 3.13 ,0, 3.13 , 6.54  , 3.13 , 3.13 , 3.13 , 3.13 ,0, 3.13 , 3.13 , 6.54  , 6.54  , 3.13 , 3.13 , 3.13 ,0, 3.13 ,0,0,0, 3.13 , 3.13 , 3.13 , 5.61  , 4.97  , 5.12  , 5.52  , 6.54  , 3.17 , 5.62  
19, 2140 , 3.35 , 3.35 ,0,0, 3.35 ,0, 3.35 , 7.11  , 3.35 , 3.35 , 3.35 , 3.35 ,0, 3.35 , 3.35 , 7.11  , 7.11  , 3.35 , 3.35 , 3.35 ,0, 3.35 ,0,0,0, 3.35 , 3.35 , 3.35 , 5.99  , 5.31  , 5.47  , 5.99  , 7.11  , 3.39 , 6.11  
20, 2150 , 3.57 , 3.57 ,0,0, 3.57 ,0, 3.57 , 7.68  , 3.57 , 3.57 , 3.57 , 3.57 ,0, 3.57 , 3.57 , 7.68  , 7.68  , 3.57 , 3.57 , 3.57 ,0, 3.57 ,0,0,0, 3.57 , 3.57 , 3.57 , 6.39  , 5.66  , 5.83  , 6.47  , 7.68  , 3.61 , 6.60  
21, 2160 , 3.79 , 3.79 ,0,0, 3.79 ,0, 3.79 , 8.26  , 3.79 , 3.79 , 3.79 , 3.79 ,0, 3.79 , 3.79 , 8.26  , 8.26  , 3.79 , 3.79 , 3.79 ,0, 3.79 ,0,0,0, 3.79 , 3.79 , 3.79 , 6.79  , 6.02  , 6.20  , 6.96  , 8.26  , 3.84 , 7.09  
22, 2170 , 4.02 , 4.02 ,0,0, 4.02 ,0, 4.02 , 8.83  , 4.02 , 4.02 , 4.02 , 4.02 ,0, 4.02 , 4.02 , 8.83  , 8.83  , 4.02 , 4.02 , 4.02 ,0, 4.02 ,0,0,0, 4.02 , 4.02 , 4.02 , 7.20  , 6.38  , 6.58  , 7.44  , 8.83  , 4.07 , 7.59  
23, 2180 , 4.26 , 4.26 ,0,0, 4.26 ,0, 4.26 , 9.40  , 4.26 , 4.26 , 4.26 , 4.26 ,0, 4.26 , 4.26 , 9.40  , 9.40  , 4.26 , 4.26 , 4.26 ,0, 4.26 ,0,0,0, 4.26 , 4.26 , 4.26 , 7.62  , 6.75  , 6.96  , 7.92  , 9.40  , 4.30 , 8.08  
24, 2190 , 4.49 , 4.49 ,0,0, 4.49 ,0, 4.49 , 9.96  , 4.49 , 4.49 , 4.49 , 4.49 ,0, 4.49 , 4.49 , 9.96  , 9.96  , 4.49 , 4.49 , 4.49 ,0, 4.49 ,0,0,0, 4.49 , 4.49 , 4.49 , 8.04  , 7.12  , 7.34  , 8.39  , 9.96  , 4.54 , 8.56  
25, 2200 , 4.73 , 4.73 ,0,0, 4.73 ,0, 4.73 , 10.50 , 4.73 , 4.73 , 4.73 , 4.73 ,0, 4.73 , 4.73 , 10.50 , 10.50 , 4.73 , 4.73 , 4.73 ,0, 4.73 ,0,0,0, 4.73 , 4.73 , 4.73 , 8.46  , 7.50  , 7.73  , 8.85  , 10.50 , 4.78 , 9.02  
26, 2210 , 4.97 , 4.97 ,0,0, 4.97 ,0, 4.97 , 11.03 , 4.97 , 4.97 , 4.97 , 4.97 ,0, 4.97 , 4.97 , 11.03 , 11.03 , 4.97 , 4.97 , 4.97 ,0, 4.97 ,0,0,0, 4.97 , 4.97 , 4.97 , 8.89  , 7.88  , 8.12  , 9.30  , 11.03 , 5.02 , 9.48  
27, 2220 , 5.22 , 5.22 ,0,0, 5.22 ,0, 5.22 , 11.60 , 5.22 , 5.22 , 5.22 , 5.22 ,0, 5.22 , 5.22 , 11.60 , 11.60 , 5.22 , 5.22 , 5.22 ,0, 5.22 ,0,0,0, 5.22 , 5.22 , 5.22 , 9.35  , 8.29  , 8.54  , 9.78  , 11.60 , 5.28 , 9.96  
28, 2230 , 5.49 , 5.49 ,0,0, 5.49 ,0, 5.49 , 12.19 , 5.49 , 5.49 , 5.49 , 5.49 ,0, 5.49 , 5.49 , 12.19 , 12.19 , 5.49 , 5.49 , 5.49 ,0, 5.49 ,0,0,0, 5.49 , 5.49 , 5.49 , 9.82  , 8.71  , 8.98  , 10.28 , 12.19 , 5.55 , 10.47 
29, 2240 , 5.77 , 5.77 ,0,0, 5.77 ,0, 5.77 , 12.82 , 5.77 , 5.77 , 5.77 , 5.77 ,0, 5.77 , 5.77 , 12.82 , 12.82 , 5.77 , 5.77 , 5.77 ,0, 5.77 ,0,0,0, 5.77 , 5.77 , 5.77 , 10.33 , 9.15  , 9.43  , 10.80 , 12.82 , 5.83 , 11.01 
30, 2250 , 6.07 , 6.07 ,0,0, 6.07 ,0, 6.07 , 13.47 , 6.07 , 6.07 , 6.07 , 6.07 ,0, 6.07 , 6.07 , 13.47 , 13.47 , 6.07 , 6.07 , 6.07 ,0, 6.07 ,0,0,0, 6.07 , 6.07 , 6.07 , 10.86 , 9.62  , 9.92  , 11.35 , 13.47 , 6.13 , 11.57 
31, 2260 , 6.38 , 6.38 ,0,0, 6.38 ,0, 6.38 , 14.16 , 6.38 , 6.38 , 6.38 , 6.38 ,0, 6.38 , 6.38 , 14.16 , 14.16 , 6.38 , 6.38 , 6.38 ,0, 6.38 ,0,0,0, 6.38 , 6.38 , 6.38 , 11.41 , 10.11 , 10.42 , 11.93 , 14.16 , 6.45 , 12.17 
32, 2270 , 6.70 , 6.70 ,0,0, 6.70 ,0, 6.70 , 14.88 , 6.70 , 6.70 , 6.70 , 6.70 ,0, 6.70 , 6.70 , 14.88 , 14.88 , 6.70 , 6.70 , 6.70 ,0, 6.70 ,0,0,0, 6.70 , 6.70 , 6.70 , 11.99 , 10.63 , 10.96 , 12.54 , 14.88 , 6.78 , 12.79 
33, 2280 , 7.04 , 7.04 ,0,0, 7.04 ,0, 7.04 , 15.64 , 7.04 , 7.04 , 7.04 , 7.04 ,0, 7.04 , 7.04 , 15.64 , 15.64 , 7.04 , 7.04 , 7.04 ,0, 7.04 ,0,0,0, 7.04 , 7.04 , 7.04 , 12.61 , 11.18 , 11.52 , 13.19 , 15.64 , 7.12 , 13.44 
34, 2290 , 7.41 , 7.41 ,0,0, 7.41 ,0, 7.41 , 16.44 , 7.41 , 7.41 , 7.41 , 7.41 ,0, 7.41 , 7.41 , 16.44 , 16.44 , 7.41 , 7.41 , 7.41 ,0, 7.41 ,0,0,0, 7.41 , 7.41 , 7.41 , 13.25 , 11.75 , 12.11 , 13.86 , 16.44 , 7.49 , 14.13 
35, 2300 , 7.78 , 7.78 ,0,0, 7.78 ,0, 7.78 , 17.29 , 7.78 , 7.78 , 7.78 , 7.78 ,0, 7.78 , 7.78 , 17.29 , 17.29 , 7.78 , 7.78 , 7.78 ,0, 7.78 ,0,0,0, 7.78 , 7.78 , 7.78 , 13.93 , 12.35 , 12.73 , 14.57 , 17.29 , 7.87 , 14.85 
