 Year , USA  , CAN  , WEU  , JPK  , ANZ  , EEU  , FSU  , MDE  , CAM  , SAM  , SAS  , SEA  , CHI  , NAF  , SSA  , SIS  
 2130 , 1.22 , 1.23 , 1.19 , 1.20 , 1.23 , 0.68 , 0.68 , 0.62 , 1.25 , 1.23 , 0.61 , 0.60 , 0.58 , 1.26 , 1.29 , 1.22 
 2140 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.66 , 0.66 , 0.57 , 1.19 , 1.17 , 0.56 , 0.55 , 0.54 , 1.19 , 1.23 , 1.16 
 2150 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.64 , 0.64 , 0.53 , 1.14 , 1.12 , 0.52 , 0.52 , 0.50 , 1.14 , 1.18 , 1.11 
 2160 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.63 , 0.63 , 0.51 , 1.10 , 1.08 , 0.49 , 0.49 , 0.47 , 1.10 , 1.13 , 1.07 
 2170 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.62 , 0.62 , 0.48 , 1.07 , 1.05 , 0.47 , 0.47 , 0.45 , 1.07 , 1.10 , 1.04 
 2180 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.61 , 0.61 , 0.47 , 1.05 , 1.03 , 0.46 , 0.45 , 0.44 , 1.05 , 1.08 , 1.02 
 2190 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.61 , 0.60 , 0.46 , 1.04 , 1.02 , 0.45 , 0.44 , 0.43 , 1.04 , 1.07 , 1.01 
 2200 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.60 , 0.60 , 0.46 , 1.03 , 1.01 , 0.45 , 0.44 , 0.43 , 1.04 , 1.07 , 1.01 
 2210 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.60 , 0.60 , 0.46 , 1.03 , 1.01 , 0.45 , 0.44 , 0.43 , 1.04 , 1.07 , 1.01 
 2220 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.60 , 0.60 , 0.46 , 1.03 , 1.01 , 0.45 , 0.44 , 0.43 , 1.04 , 1.07 , 1.01 
 2230 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.60 , 0.60 , 0.46 , 1.03 , 1.01 , 0.45 , 0.44 , 0.43 , 1.04 , 1.07 , 1.01 
 2240 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.60 , 0.60 , 0.46 , 1.03 , 1.01 , 0.45 , 0.44 , 0.43 , 1.04 , 1.07 , 1.01 
 2250 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.60 , 0.60 , 0.46 , 1.03 , 1.01 , 0.45 , 0.44 , 0.43 , 1.04 , 1.07 , 1.01 
 2260 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.60 , 0.60 , 0.46 , 1.03 , 1.01 , 0.45 , 0.44 , 0.43 , 1.04 , 1.07 , 1.01 
 2270 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.60 , 0.60 , 0.46 , 1.03 , 1.01 , 0.45 , 0.44 , 0.43 , 1.04 , 1.07 , 1.01 
 2280 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.60 , 0.60 , 0.46 , 1.03 , 1.01 , 0.45 , 0.44 , 0.43 , 1.04 , 1.07 , 1.01 
 2290 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.60 , 0.60 , 0.46 , 1.03 , 1.01 , 0.45 , 0.44 , 0.43 , 1.04 , 1.07 , 1.01 
 2300 , 1.23 , 1.24 , 1.19 , 1.20 , 1.24 , 0.60 , 0.60 , 0.46 , 1.03 , 1.01 , 0.45 , 0.44 , 0.43 , 1.04 , 1.07 , 1.01 
